TimeStamp: 2024-05-08T13:51:39.481    Log Level: INFO   Message:Starting app
TimeStamp: 2024-05-08T13:51:39.869    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T13:51:39.869    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.869    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.869    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T13:51:39.869    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.870    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.870    Log Level: Info   Message:This order has a discount= 10.0
TimeStamp: 2024-05-08T13:51:39.870    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.870    Log Level: Info   Message:This order has a discount= 12.5
TimeStamp: 2024-05-08T13:51:39.870    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:39.870    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.871    Log Level: Info   Message:This order has a discount= 11.5
TimeStamp: 2024-05-08T13:51:39.871    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:39.871    Log Level: Info   Message:This order has a discount= 1.5
TimeStamp: 2024-05-08T13:51:39.871    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:39.871    Log Level: Info   Message:This order has a discount= 19.5
TimeStamp: 2024-05-08T13:51:39.871    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T13:51:39.872    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.872    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:39.872    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T13:51:39.872    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T13:51:39.876    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.877    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T13:51:39.877    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.877    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T13:51:39.877    Log Level: Info   Message:This order has a discount= 17.5
TimeStamp: 2024-05-08T13:51:39.880    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T13:51:39.880    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T13:51:39.880    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T13:51:39.880    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.881    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T13:51:39.881    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:39.881    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T13:51:39.881    Log Level: Info   Message:This order has a discount= 5.5
TimeStamp: 2024-05-08T13:51:39.881    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.881    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.881    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.882    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T13:51:39.882    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T13:51:39.882    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:39.882    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.883    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.885    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T13:51:39.885    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T13:51:39.885    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.885    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.885    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.886    Log Level: Info   Message:This order has a discount= 4.5
TimeStamp: 2024-05-08T13:51:39.886    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.886    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T13:51:39.886    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.886    Log Level: Info   Message:This order has a discount= 10.0
TimeStamp: 2024-05-08T13:51:39.887    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T13:51:39.887    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T13:51:39.887    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.889    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.889    Log Level: Info   Message:This order has a discount= 9.0
TimeStamp: 2024-05-08T13:51:39.889    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.890    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T13:51:39.890    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:39.890    Log Level: Info   Message:This order has a discount= 9.0
TimeStamp: 2024-05-08T13:51:39.890    Log Level: Info   Message:This order has a discount= 13.0
TimeStamp: 2024-05-08T13:51:39.890    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:39.890    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.891    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.891    Log Level: Info   Message:This order has a discount= 10.0
TimeStamp: 2024-05-08T13:51:39.891    Log Level: Info   Message:This order has a discount= 7.0
TimeStamp: 2024-05-08T13:51:39.892    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T13:51:39.892    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T13:51:39.892    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T13:51:39.893    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T13:51:39.901    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T13:51:39.902    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T13:51:39.902    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T13:51:39.902    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.902    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.904    Log Level: Info   Message:This order has a discount= 9.5
TimeStamp: 2024-05-08T13:51:39.904    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.904    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T13:51:39.905    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T13:51:39.905    Log Level: Info   Message:This order has a discount= 13.0
TimeStamp: 2024-05-08T13:51:39.905    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T13:51:39.905    Log Level: Info   Message:This order has a discount= 17.0
TimeStamp: 2024-05-08T13:51:39.905    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.905    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:39.906    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.906    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.906    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.906    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T13:51:39.906    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.907    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.907    Log Level: Info   Message:This order has a discount= 14.5
TimeStamp: 2024-05-08T13:51:39.907    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.907    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.907    Log Level: Info   Message:This order has a discount= 12.0
TimeStamp: 2024-05-08T13:51:39.907    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:39.907    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.908    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.908    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.908    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.908    Log Level: Info   Message:This order has a discount= 8.5
TimeStamp: 2024-05-08T13:51:39.908    Log Level: Info   Message:This order has a discount= 5.5
TimeStamp: 2024-05-08T13:51:39.908    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T13:51:39.911    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:39.911    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.911    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T13:51:39.917    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:39.917    Log Level: Info   Message:This order has a discount= 18.0
TimeStamp: 2024-05-08T13:51:39.917    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.918    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.918    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T13:51:39.918    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.918    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.919    Log Level: Info   Message:This order has a discount= 10.0
TimeStamp: 2024-05-08T13:51:39.919    Log Level: Info   Message:This order has a discount= 14.5
TimeStamp: 2024-05-08T13:51:39.919    Log Level: Info   Message:This order has a discount= 19.5
TimeStamp: 2024-05-08T13:51:39.919    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.919    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T13:51:39.920    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T13:51:39.920    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:39.920    Log Level: Info   Message:This order has a discount= 9.0
TimeStamp: 2024-05-08T13:51:39.920    Log Level: Info   Message:This order has a discount= 12.0
TimeStamp: 2024-05-08T13:51:39.920    Log Level: Info   Message:This order has a discount= 12.5
TimeStamp: 2024-05-08T13:51:39.920    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T13:51:39.921    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T13:51:39.921    Log Level: Info   Message:This order has a discount= 3.0
TimeStamp: 2024-05-08T13:51:39.921    Log Level: Info   Message:This order has a discount= 17.0
TimeStamp: 2024-05-08T13:51:39.922    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T13:51:39.922    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T13:51:39.922    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.922    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.922    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T13:51:39.923    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:39.923    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T13:51:39.923    Log Level: Info   Message:This order has a discount= 10.5
TimeStamp: 2024-05-08T13:51:39.924    Log Level: Info   Message:This order has a discount= 12.5
TimeStamp: 2024-05-08T13:51:39.924    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.924    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.924    Log Level: Info   Message:This order has a discount= 10.5
TimeStamp: 2024-05-08T13:51:39.924    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.924    Log Level: Info   Message:This order has no discounts
TimeStamp: 2024-05-08T13:51:39.924    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T13:51:39.925    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.925    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.925    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.926    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T13:51:39.926    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.926    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.926    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.926    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.926    Log Level: Info   Message:This order has a discount= 16.0
TimeStamp: 2024-05-08T13:51:39.927    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.927    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.927    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T13:51:39.927    Log Level: Info   Message:This order has a discount= 6.0
TimeStamp: 2024-05-08T13:51:39.927    Log Level: Info   Message:This order has a discount= 11.0
TimeStamp: 2024-05-08T13:51:39.927    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T13:51:39.927    Log Level: Info   Message:This order has a discount= 21.0
TimeStamp: 2024-05-08T13:51:39.928    Log Level: Info   Message:This order has a discount= 2.5
TimeStamp: 2024-05-08T13:51:39.929    Log Level: Info   Message:This order has a discount= 7.5
TimeStamp: 2024-05-08T13:51:39.930    Log Level: Info   Message:This order has a discount= 15.0
TimeStamp: 2024-05-08T13:51:39.930    Log Level: Info   Message:This order has a discount= 14.0
TimeStamp: 2024-05-08T13:51:39.930    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.930    Log Level: Info   Message:This order has a discount= 10.0
TimeStamp: 2024-05-08T13:51:39.930    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.930    Log Level: Info   Message:This order has a discount= 17.0
TimeStamp: 2024-05-08T13:51:39.931    Log Level: Info   Message:This order has a discount= 5.0
TimeStamp: 2024-05-08T13:51:39.931    Log Level: Info   Message:This order has a discount= 3.5
TimeStamp: 2024-05-08T13:51:39.931    Log Level: Info   Message:This order has a discount= 3.5
